product,brand,price,oz_per_can,num_cans,price_per_oz,ingredients
Fussie Cat Premium Tuna with Anchovies Formula in Aspic Grain-Free Canned Cat Food,Fussie Cat,$33.36,82.0,24.0,0.016951219512195123,"['Tuna', ' Water Sufficient for Processing', ' Anchovy', ' Sunflower Seed Oil', ' Tricalcium Phosphate', ' Locust Bean Gum', ' Carrageenan', ' Guar Gum', ' Potassium Chloride', ' Choline Chloride', ' Fructooligosaccharide', ' Taurine', ' Zinc Sulfate', ' Vitamin E Supplement', ' Ferrous Sulfate', ' Thiamine Mononitrate (Source of Vitamin B1)', ' Nicotinic Acid (Source of Vitamin B3)', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Potassium Iodide', ' Manganese Sulfate', ' Copper Sulfate', ' Vitamin D3 Supplement', ' Riboflavin Supplement (Source of Vitamin B2)', ' Pyridoxine Hydrochloride (Source of Vitamin B6)', ' Folic Acid', ' Menadione Sodium Bisulfite Complex', ' Vitamin B12 Supplement.']"
Hill's Science Diet Adult Healthy Cuisine Poached Salmon & Spinach Medley Canned Cat Food,Hill's Science Diet,$26.64,2.8,24.0,0.3964285714285715,"['Chicken Broth', ' Salmon', ' Pork Liver', ' Carrots', ' Chicken', ' Wheat Gluten', ' Spinach', ' Rice', ' Rice Starch', ' Chicken Fat', ' Chicken Liver Flavor', ' Powdered Cellulose', ' Soybean Oil', ' Potassium Alginate', ' Titanium Dioxide Color', ' Fish Oil', ' Egg Flavor', ' Calcium Chloride', ' L-Lysine', ' Choline Chloride', ' Taurine', ' Guar Gum', ' Dicalcium Phosphate', ' Monosodium Phosphate', ' Vitamins (Vitamin E Supplement', ' Thiamine Mononitrate', ' L-Ascorbyl-2-Polyphosphate (Source of Vitamin C)', ' Niacin Supplement', ' Pyridoxine Hydrochloride', ' Calcium Pantothenate', ' Vitamin B12 Supplement', ' Riboflavin Supplement', ' Biotin', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K)', ' Folic Acid', ' Vitamin D3 Supplement)', ' Calcium Lactate', ' Calcium Gluconate', ' Sodium Tripolyphosphate', ' Minerals (Zinc Oxide', ' Ferrous Sulfate', ' Manganese Sulfate', ' Copper Sulfate', ' Calcium Iodate).']"
BFF OMG Crazy 4 U! Chicken & Salmon Dinner in Gravy Grain-Free Canned Cat Food,BFF,$12.79,5.5,8.0,0.29068181818181815,"['Chicken Broth', ' Chicken', ' Tuna', ' Salmon', ' Potato Starch', ' Guar Gum', ' Calcium Lactate', ' Tricalcium Phosphate', ' Choline Chloride', ' Taurine', ' Zinc Sulfate', ' Vitamin E Supplement', ' Thiamine Mononitrate (Vitamin B1)', ' Niacin Supplement (Vitamin B3)', ' Calcium Panthotenate', ' Vitamin A Supplement', ' Potassium Iodide', ' Manganese Sulfate', ' Riboflavin Supplement (Vitamin B2)', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Ferrous Sulfate', ' Copper Sulfate', ' Vitamin D3 Supplement', ' Folic Acid', ' Vitamin B12 Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K).']"
Hill's Science Diet Adult 7+ Savory Beef Entree Canned Cat Food,Hill's Science Diet,$30.00,5.5,24.0,0.22727272727272727,"['Old Formulation: Water', ' Beef', ' Beef By-Products', ' Pork By-Products', ' Pork Liver', ' Wheat Flour', ' Corn Starch', ' Powdered Cellulose', ' Rice', ' Corn Gluten Meal', ' Chicken Liver Flavor', ' Soybean Oil', ' Calcium Sulfate', ' Fish Oil', ' Natural Flavor', ' Locust Bean Gum', ' Guar Gum', ' Dicalcium Phosphate', ' Carrageenan', ' Brewers Dried Yeast', ' Calcium Carbonate', ' Potassium Chloride', ' Iodized Salt', ' Taurine', ' vitamins (Vitamin E Supplement', ' Thiamine Mononitrate', ' Ascorbic Acid (source of Vitamin C)', ' Niacin Supplement', ' Pyridoxine Hydrochloride', ' Calcium Pantothenate', ' Vitamin B12 Supplement', ' Riboflavin Supplement', ' Biotin', ' Vitamin D3 Supplement', ' Folic Acid)', ' DL-Methionine', ' Choline Chloride', ' L-Lysine', ' Iron Oxide color', ' minerals (Zinc Oxide', ' Ferrous Sulfate', ' Manganese Sulfate', ' Copper Sulfate', ' Calcium Iodate)', ' Potassium Citrate', ' Beta-Carotene.']"
Royal Canin Veterinary Diet Calorie Control CC High Fiber Formula Canned Cat Food,Royal Canin Veterinary Diet,$42.74,6.0,24.0,0.29680555555555554,"['Water Sufficient for Processing', ' Pork By-Products', ' Chicken Liver', ' Brewers Rice Flour', ' Salmon', ' Powdered Cellulose', ' Flax Meal', ' Guar Gum', ' Potassium Citrate', ' Tricalcium Phosphate', ' Natural Flavors', ' Carrageenan', ' Taurine', ' Grain Distillers Dried Yeast', ' Salt', ' Vitamins [DL-Alpha Tocopherol Acetate (Source of Vitamin E)', ' L-Ascorbyl-2-Polyphosphate (Source of Vitamin C)', ' Thiamine Mononitrate (Vitamin B1)', ' Niacin Supplement', ' Biotin', ' D-Calcium Pantothenate', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin Supplement', ' Folic Acid', ' Vitamin B1 Supplement', ' Vitamin D3 Supplement', ' Fructooligosaccharides', ' Trace Minerals [Zinc Proteinate', ' Zinc Oxide', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganous Oxide', ' Sodium Selenite', ' Calcium Iodate]', ' L-Carnitine.']"
Hill's Science Diet Kitten Tender Chicken Dinner Canned Cat Food,Hill's Science Diet,$30.00,5.5,24.0,0.22727272727272727,"['Water', ' Chicken', ' Pork Liver', ' Wheat Flour', ' Soy Protein Isolate', ' Wheat Gluten', ' Modified Rice Starch', ' Egg Whites', ' Chicken Liver Flavor', ' Oat Fiber', ' Dicalcium Phosphate', ' Fish Oil', ' Titanium Dioxide color', ' Potassium Chloride', ' Choline Chloride', ' Soybean Oil', ' Calcium Carbonate', ' vitamins (Vitamin E Supplement', ' Thiamine Mononitrate', ' Ascorbic Acid (source of Vitamin C)', ' Niacin Supplement', ' Pyridoxine Hydrochloride', ' Calcium Pantothenate', ' Vitamin B12 Supplement', ' Riboflavin Supplement', ' Biotin', ' Vitamin D3 Supplement', ' Folic Acid)', ' Taurine', ' Calcium Chloride', ' Guar Gum', ' Caramel color', ' Magnesium Oxide', ' minerals (Zinc Oxide', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganous Oxide', ' Calcium Iodate)', ' Beta-Carotene.']"
Dave's Pet Food Naturally Healthy Grain-Free Turkey & Giblets Dinner Canned Cat Food,Dave's Pet Food,$22.59,2.5,12.0,0.753,"['Water Sufficient for Processing', ' Turkey', ' Chicken', ' Poultry Giblets', ' Egg Product', ' Guar Gum', ' Potassium Chloride', ' Salt', ' Carrageenan', ' Vitamins (Vitamin E', ' A', ' D3', ' B12 Supplements', ' Thiamine Mononitrate (Vitamin B1)', ' Niacin', ' D-Calcium Pantothenate', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin Supplement (Vitamin B2)', ' Folic Acid', ' Biotin)', ' Choline Chloride', ' Minerals (Ferrous Sulfate', ' Zinc Oxide', ' Copper Proteinate', ' Manganese Sulfate', ' Potassium Iodide', ' Sodium Selenite)', ' Taurine.']"
Sheba Perfect Portions Grain-Free Delicate Whitefish & Tuna Cuts in Gravy Entree Cat Food Trays,Sheba,$19.20,2.6,24.0,0.30769230769230765,"['Chicken Broth', ' Whitefish', ' Chicken Liver', ' Tuna', ' Chicken', ' Meat By-Products', ' Poultry By-Products', '  Tapioca Starch', ' Minerals (Potassium Chloride', ' Magnesium Sulfate', ' Zinc Sulfate', ' Iron Sulfate', ' Manganese Sulfate', ' Potassium Iodide', ' Copper Sulfate)', ' Natural Flavor', ' Fish Oil (Preserved With Mixed Tocopherols)', ' Sodium Tripolyphosphate', '  Added Color', ' Xanthan Gum', ' Vitamins (Choline Chloride', ' Thiamine Mononitrate [Vitamin B1]', ' Vitamin E Supplement', ' Pyridoxine Hydrochloride [Vitamin B6]', ' Vitamin D3 Supplement', ' Folic Acid', ' Menadione Sodium Bisulfite Complex [Source Of Vitamin K Activity])', ' Salt', ' Taurine', ' Dl-Methionine.']"
Natural Balance Delectable Delights O'Fishally Scampi Stew Grain-Free Wet Cat Food,Natural Balance,$16.07,2.5,12.0,0.5356666666666666,"['Tuna Broth', ' Tuna', ' Salmon', ' Chicken', ' Carrots', ' Shrimp', ' Dill', ' Dried Egg', ' Pea Protein', ' Tapioca Starch', ' Guar Gum', ' Tricalcium Phosphate', ' Sunflower Oil', ' Salt', ' Choline Chloride', ' Potassium Chloride', ' Vitamins (Vitamin E Supplement', ' Niacin Supplement', ' Thiamine Mononitrate', ' Vitamin A Supplement', ' D-Calcium Pantothenate', ' Riboflavin Supplement', ' Pyridoxine Hydrochloride', ' Vitamin D3 Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Folic Acid', ' Biotin', ' Vitamin B12 Supplement)', ' Taurine', ' Minerals (Ferrous Sulfate', ' Zinc Oxide', ' Manganese Sulfate', ' Copper Amino Acid Complex', ' Potassium Iodide', ' Sodium Selenite)', ' Magnesium Sulfate', ' Zinc Oxide', ' Thiamine Mononitrate.']"
Hill's Science Diet Adult Perfect Weight Liver & Chicken Entree Canned Cat Food,Hill's Science Diet,$26.64,2.9,24.0,0.3827586206896552,"['Old Formulation: Chicken Broth', ' Pork Liver', ' Pork By-Products', ' Carrots', ' Corn Flour', ' Powdered Cellulose', ' Corn Starch', ' Chicken', ' Flaxseed', ' Dried Tomato Pomace', ' Spinach', ' Egg Flavor', ' Coconut Oil', ' Corn Gluten Meal', ' Calcium Sulfate', ' Guar Gum', ' Dicalcium Phosphate', ' Leucine', ' Taurine', ' Calcium Carbonate', ' Iodized Salt', ' Potassium Chloride', ' Choline Chloride', ' vitamins (Vitamin E Supplement', ' Thiamine Mononitrate', ' Ascorbic Acid (source of Vitamin C)', ' Niacin Supplement', ' Pyridoxine Hydrochloride', ' Calcium Pantothenate', ' Vitamin B12 Supplement', ' Riboflavin Supplement', ' Biotin', ' Folic Acid', ' Vitamin D3 Supplement)', ' DL-Methionine', ' minerals (Manganese Sulfate', ' Zinc Oxide', ' Ferrous Sulfate', ' Copper Sulfate', ' Calcium Iodate)', ' L-Threonine', ' L-Carnitine', ' Beta-Carotene.']"
9 Lives Meaty Pate Super Supper Canned Cat Food,9 Lives,$14.99,5.5,24.0,0.11356060606060606,"['Meat By-Products', ' Water Sufficient for Processing', ' Poultry By-Products', ' Fish', ' Chicken', "" Brewer's Rice"", ' Calcium Carbonate', ' Salt', ' Potassium Chloride', ' Sodium Tripolyphosphate', ' Guar Gum', ' Dried Whey Product', ' Titanium Dioxide (Color)', ' Choline Chloride', ' Carrageenan', ' Vitamins (Vitamin E Supplement', ' Vitamin A Supplement', ' Thiamine Mononitrate', ' Niacin Supplement', ' D-Calcium Pantothenate', ' Riboflavin Supplement', ' Pyridoxine Hydrochloride', ' Menadione Sodium Bisulfite Complex', ' Vitamin D3 Supplement', ' Folic Acid', ' Biotin', ' Vitamin B12 Supplement)', ' Taurine', ' Minerals (Ferrous Sulfate', ' Zinc Oxide', ' Manganous Oxide', ' Copper Sulfate', ' Calcium Iodate', ' Sodium Selenite)', ' Sodium Nitrite (To Promote Color Retention).']"
Royal Canin Veterinary Diet Satiety Support Weight Management Loaf in Sauce Canned Cat Food,Royal Canin Veterinary Diet,$46.54,5.8,24.0,0.3343390804597701,"['Water Sufficient For Processing', ' Pork By-Products', ' Chicken Liver', ' Pork Liver', ' Brewers Rice Flour', ' Powdered Cellulose', ' Calcium Carbonate', ' Potassium Phosphate', ' Guar Gum', ' Salt', ' Carob Bean Gum', ' Carrageenan', ' Natural Flavors', ' Sodium Tripolyphosphate', ' Taurine', ' Calcium Sulfate', ' Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E)', ' L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C)', ' Thiamine Mononitrate (Vitamin B1)', ' Niacin Supplement', ' Biotin', ' D-Calcium Pantothenate', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin Supplement', ' Folic Acid', ' Vitamin B12 Supplement', ' Vitamin D3 Supplement]', ' Citric Acid', ' L-Carnitine', ' Marigold Extract (Tagetes Erecta L.)', ' Glucosamine Hydrochloride', ' Trace Minerals [Zinc Proteinate', ' Zinc Oxide', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganous Oxide', ' Calcium Iodate', ' Sodium Selenite]', ' Chondroitin Sulfate.']"
Weruva Cats in the Kitchen Lamb Burgini Lamb Au Jus Grain-Free Canned Cat Food,Weruva,$30.99,3.2,24.0,0.40351562499999993,"['Fish Broth', ' Tuna', ' Lamb', ' Lamb Lung', ' Locust Bean Gum', ' Sunflower Seed Oil', ' Tricalcium Phosphate', ' Guar Gum', ' Fish Oil', ' Xanthan Gum', ' Potassium Chloride', ' Choline Chloride', ' Taurine', ' Vitamin E Supplement', ' Zinc Sulfate', ' Nicotinic Acid (Vitamin B3)', ' Thiamine Mononitrate (Vitamin B1)', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Manganese Sulfate', ' Ferrous Sulfate', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin Supplement (Vitamin B2)', ' Copper Sulfate', ' Folic Acid', ' Vitamin D3 Supplement', ' Potassium Iodide', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K)', ' Biotin', ' Vitamin B12 Supplement.']"
Tiny Tiger Pate Salmon Recipe Grain-Free Canned Cat Food,Tiny Tiger,$12.99,3.0,24.0,0.18041666666666667,"['Salmon', ' Liver', ' Meat By-Products', ' Fish Broth', ' Fish', ' Turkey', ' Natural Flavor', ' Guar Gum', ' Potassium Chloride', ' Added Color (Red 3 And Other Artificial Color)', ' Salt', ' Choline Chloride', ' Vitamins (Thiamine Mononitrate', ' Vitamin E Supplement', ' Niacin Supplement', ' D-Calcium Pantothenate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin A Supplement', ' Biotin', ' Vitamin D3 Supplement', ' Vitamin B12 Supplement', ' Folic Acid)', ' Taurine', ' Minerals (Ferrous Sulfate', ' Zinc Oxide', ' Copper Proteinate', ' Sodium Selenite', ' Manganese Sulfate', ' Potassium Iodide)', ' Magnesium Sulfate', ' Sodium Nitrite (To Promote Color Retention).']"
Purina Pro Plan Savor Adult Salmon  Shrimp & Rice Entrée in Sauce Canned Cat Food,Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336,"['Water Sufficient for Processing', ' Salmon', ' Wheat Gluten', ' Liver', ' Meat By Products', ' Shrimp', ' Rice', ' Corn Starch Modified', ' Artificial and Natural Flavors', ' Chicken', ' Fish', ' Soy Flour', ' Salt', ' Tricalcium Phosphate', ' Added Color', ' Potassium Chloride', ' Taurine', ' Choline Chloride', ' Vitamin E Supplement', ' Thiamine Mononitrate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Copper Sulfate', ' Pyridoxine Hydrochloride', ' Manganese Sulfate', ' Riboflavin Supplement', ' Vitamin B 12 Supplement', ' Biotin', ' Fish Oil', ' Vitamin D 3 Supplement', ' and Potassium Iodide.']"
Fancy Feast Gourmet Naturals Beef Recipe in Gravy Canned Cat Food,Fancy Feast,$10.20,3.0,12.0,0.2833333333333333,"['Meat Broth', ' Beef', ' Liver', ' Wheat Gluten', ' Turkey', ' Natural Flavors', ' Fish', ' Tricalcium Phosphate', ' Minerals\u202f[Potassium Chloride', ' Mono And Dicalcium Phosphate', ' Magnesium Sulfate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganese Sulfate', ' Potassium Iodide]', ' Xanthan Gum', ' Salt', ' Carrageenan', ' Taurine', ' Choline Chloride', ' Vitamins\u202f[Thiamine Mononitrate (Vitamin B-1)', ' Vitamin E Supplement', ' Niacin (Vitamin B-3)', ' Calcium Pantothenate (Vitamin B-5)', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Vitamin K)', ' Pyridoxine Hydrochloride (Vitamin B-6)', ' Riboflavin Supplement (Vitamin B-2)', ' Vitamin B-12 Supplement', ' Biotin (Vitamin B-7)', ' Folic Acid (Vitamin B-9)', ' Vitamin D-3 Supplement].A651418']"
Purina Pro Plan Adult Salmon Entree in Sauce Canned Cat Food,Purina Pro Plan,$32.88,5.5,24.0,0.2490909090909091,"['Water Sufficient for Processing', ' Salmon', ' Wheat Gluten', ' Meat By-Products', ' Liver', ' Chicken', ' Soy Flour', ' Corn Starch-Modified', ' Artificial and Natural Flavors', ' Salt', ' Tricalcium Phosphate', ' Potassium Chloride', ' Added Color', ' Taurine', ' Choline Chloride', ' Vitamin E Supplement', ' Thiamine Mononitrate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Copper Sulfate', ' Manganese Sulfate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide.']"
Solid Gold Five Oceans Shreds with Real Tuna Recipe in Gravy Grain-Free Canned Cat Food,Solid Gold,$15.12,6.0,8.0,0.315,"['Tuna', ' Water Sufficient For Processing', ' Tapioca Starch', ' Sunflower Oil', ' Carrots', ' Pumpkin', ' Spinach', ' Canola Oil', ' Tricalcium Phosphate', ' Calcium Sulfate', ' Xanthan Gum', ' Taurine', ' Magnesium Sulfate', ' Zinc Oxide', ' Vitamin E Supplement', ' Reduced Iron', ' Niacin Supplement', ' Thiamine Mononitrate', ' Sodium Selenite', ' Vitamin A Supplement', ' Manganese Sulfate Monohydrate', ' Vitamin B12 Supplement', ' Copper Amino Acid Complex', ' Pyridoxine Hydrochloride', ' Calcium Pantothenate', ' Riboflavin Supplement', ' Biotin Supplement', ' Vitamin D3 Supplement', ' Folic Acid', ' Potassium Iodide', ' Menadione Sodium Bisulfite Complex (Source Of Vitamin K)']"
Tiki Cat Aloha Friends Tuna with Ocean Whitefish & Pumpkin Grain-Free Wet Cat Food,Tiki Cat,$11.39,5.5,8.0,0.25886363636363635,"['Flaked Tuna', ' Tuna Broth', ' Pumpkin', ' Ocean Whitefish', ' Sunflower Seed Oil', ' Calcium Lactate', ' Tricalcium Phosphate', ' Choline Chloride', ' Taurine', ' Vitamin E Supplement', ' Zinc Sulfate', ' Thiamine Mononitrate (Vitamin B1)', ' Niacin (Vitamin B3)', ' Calcium Pantothenate', ' Manganese Sulfate', ' Vitamin A Supplement', ' Potassium Iodide', ' Ferrous Sulfate', ' Riboflavin Supplement (Vitamin B2)', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Copper Sulfate', ' Folic Acid', ' Vitamin B12 Supplement.']"
Fancy Feast Marinated Morsels Turkey Feast in Gravy Canned Cat Food,Fancy Feast,$14.97,3.0,24.0,0.20791666666666667,"['Poultry Broth', ' Turkey', ' Liver', ' Wheat Gluten', ' Meat By-Products', ' Corn Starch-Modified', ' Artificial and Natural Flavors', ' Soy Flour', ' Added Color', ' Tricalcium Phosphate', ' Salt', ' Potassium Chloride', ' Taurine', ' Choline Chloride', ' Magnesium Sulfate', ' Mono and Dicalcium Phosphate', ' Thiamine Mononitrate', ' Vitamin E Supplement', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Copper Sulfate', ' Manganese Sulfate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide. B-6944.']"
American Journey Pate Turkey Recipe Grain-Free Canned Cat Food,American Journey,$26.99,2.5,12.0,0.8996666666666666,"['Turkey', ' Turkey Broth', ' Turkey Liver', ' Natural Flavor', ' Flaxseed', ' Guar Gum', ' Taurine', ' Potassium Chloride', ' Salt', ' Cassia Gum', ' Xanthan Gum', ' Cranberries', ' Blueberries', ' Choline Chloride', ' Inulin', ' Magnesium Sulfate', ' Iron Proteinate', ' Zinc Proteinate', ' Fish Oil (Preserved with Mixed Tocopherols)', ' Thiamine Mononitrate', ' Sunflower Oil', ' Vitamin E Supplement', ' Copper Proteinate', ' Manganese Proteinate', ' Sodium Selenite', ' Niacin Supplement', ' d-Calcium Pantothenate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin A Supplement', ' Biotin', ' Potassium Iodide', ' Vitamin D3 Supplement', ' Vitamin B12 Supplement', ' Folic Acid', ' Rosemary Extract.']"
Natural Balance Delectable Delights Sea Brulee Stew Grain-Free Wet Cat Food,Natural Balance,$16.07,2.5,12.0,0.5356666666666666,"['Fish Broth', ' Tuna', ' Whitefish', ' Chicken', ' Carrots', ' Dried Egg', ' Tapioca Starch', ' Pea Protein', ' Sunflower Oil', ' Guar Gum', ' Tricalcium Phosphate', ' Salt', ' Choline Chloride', ' Potassium Chloride', ' Vitamins (Vitamin E Supplement', ' Niacin Supplement', ' Thiamine Mononitrate', ' Vitamin A Supplement', ' D-Calcium Pantothenate', ' Riboflavin Supplement', ' Pyridoxine Hydrochloride', ' Vitamin D3 Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Folic Acid', ' Biotin', ' Vitamin B12 Supplement)', ' Minerals (Ferrous Sulfate', ' Zinc Oxide', ' Manganese Sulfate', ' Copper Amino Acid Complex', ' Potassium Iodide', ' Sodium Selenite)', ' Taurine', ' Magnesium Sulfate', ' Zinc Oxide', ' Thiamine Mononitrate.']"
Natural Balance Original Ultra Whole Body Health Reduced Calorie Chicken  Salmon & Duck Formula Canned Cat Food,Natural Balance,$38.20,6.0,24.0,0.2652777777777778,"['Chicken Broth', ' Chicken', ' Chicken Liver', ' Salmon', ' Duck', ' Brown Rice', ' Chicken Meal', ' Natural Flavor', ' Pea Fiber', ' Oat Hulls', ' Menhaden Oil (Preserved with Mixed Tocophoerols)', ' Canola Oil (Preserved with Mixed Tocopherols)', ' Dicalcium Phosphate', ' Vitamins ( Vitamin E Supplement', ' Thiamine Mononitrate', ' Niacin', ' Vitamin A Supplement', ' Pyridoxine Hydrochloride', ' D-Calcium Pantothenate', ' Riboflavin Supplement', ' Vitamin D3 Supplement', ' Vitamin B12 Supplement', ' Folic Acid', ' Biotin)', ' Guar Gum', ' Minerals (Zinc Proteinate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Iron Proteinate', ' Copper Sulfate', ' Copper Proteinate', ' Manganese Sulfate', ' Manganese Proteinate', ' Calcium Iodate', ' Sodium Selenite)', ' Potassium Chloride', ' Salt', ' Taurine', ' Dl-Methionine', ' Choline Chloride', ' Magnesium Chloride', ' Carrageenan', '  L-Ascorbyl-2-Polyphosphate (Source of Vitamin C)', ' L-Tryptophan', ' Cranberries', ' Blueberries', ' Dried Kelp', ' Yucca Schidigera Extract', ' L-Lysine Monohydrochloride', ' Rosemary Extract.']"
